#下料,商品ID,宽度,长度,数量,磨边
0,8,295,586,3,22
0,51,350,1200,1,22

0,8,150,600,3,22
150,293,3
250,883,1
250,680,1
250,310,2

1,5,410,1220,2,22

0,8,100,150,2,22
400,500,2
400,600,1
110,455,3
0,51,770,820,1,22
288,1500,1
500,1500,1,20
1,5,243,460,1,22
243,510,1

0,8,165,424,8,22
200,443,6
200,895,2
200,1745,1
1,8,910,1762,1,22

0,8,750,1450,1,22

0,51,413,1070,1,22
413,1080,1
500,1500,1
432,1367,1

0,51,700,1700,1,22

0,8,215,755,1,22
270,430,1
145,343,4
1,5,220,852,1,00

0,51,400,1200,1,22

0,51,1500,810,1,22

1,5,258,476,2,00

1,52,150,1152,2,01
190,218,4,01
575,615,1,00
0,8,260,400,3,22
260,740,2
260,500,3
260,332,6
225,575,1

0,51,652,1590,1,22
530,850,1

0,8,220,403,2,22
220,408,4
280,697,4
0,51,380,1220,1,01
500,1400,1,22

0,51,480,700,1,22
1,5,337,526,2,00

0,8,270,852,2,22
280,553,1
290,553,1
296,742,1
415,180,3

1,5,500,1000,1,00

0,51,500,1600,1,22
0,8,175,600,3,22
175,313,3

0,8,380,453,1,22
380,453,2
190,582,4
270,558,1
270,560,1
561,1178,2
0,51,550,600,2,22

1,5,233,1005,4,00

0,8,130,1600,2,22
130,384,3
135,400,2
130,800,2
0,51,500,700,1,22
170,370,1,01

1,5,260,1030,6,22

0,8,290,697,2,22
290,372,2
300,1017,1
300,270,1
400,718,1
400,1700,1

0,51,500,1600,2,22

0,8,210,550,3,22
210,288,3
556,1168,2
0,51,500,1600,1,22
