62,row,1,0.0,1.3328,20,380,453,1.2,22,1.3328,0.8,"",0.0,0.0
63,row,2,0.0,2.6656,20,380,453,1.2,22,2.6656,0.8,"",0.0,0.0
64,row,4,0.0,4.9408,20,190,582,1.2,22,4.9408,0.8,"",0.0,0.0
65,row,1,0.0,1.3248,20,270,558,1.2,22,1.3248,0.8,"",0.0,0.0
66,row,1,0.0,1.328,20,270,560,1.2,22,1.328,0.8,"",0.0,0.0
67,row,2,0.0,5.5648,20,561,1178,1.2,22,5.5648,0.8,"",0.0,0.0
68,row,2,0.0,3.68,20,550,600,1.2,22,3.68,0.8,"",0.0,0.0
69,row,4,25.0,28.0998,21,233,1005,1.2,00,0.0,0.8,"",0.0,28.0998
70,row,2,0.0,5.536,22,130,1600,1.2,22,5.536,0.8,"",0.0,0.0
71,row,3,0.0,2.4672,22,130,384,1.2,22,2.4672,0.8,"",0.0,0.0
72,row,2,0.0,1.712,22,135,400,1.2,22,1.712,0.8,"",0.0,0.0
73,row,2,0.0,2.976,22,130,800,1.2,22,2.976,0.8,"",0.0,0.0
74,row,1,0.0,1.92,22,500,700,1.2,22,1.92,0.8,"",0.0,0.0
75,row,1,0.0,0.296,22,170,370,1.2,01,0.296,0.8,"",0.0,0.0
76,row,6,25.0,60.588,23,260,1030,1.2,22,12.384,0.8,"",0.0,48.204
77,row,2,0.0,3.1584,24,290,697,1.2,22,3.1584,0.8,"",0.0,0.0
78,row,2,0.0,2.1184,24,290,372,1.2,22,2.1184,0.8,"",0.0,0.0
79,row,1,0.0,2.1072,24,300,1017,1.2,22,2.1072,0.8,"",0.0,0.0
80,row,1,0.0,0.912,24,300,270,1.2,22,0.912,0.8,"",0.0,0.0
81,row,1,0.0,1.7888,24,400,718,1.2,22,1.7888,0.8,"",0.0,0.0
82,row,1,0.0,3.36,24,400,1700,1.2,22,3.36,0.8,"",0.0,0.0
83,row,2,0.0,6.72,25,500,1600,1.2,22,6.72,0.8,"",0.0,0.0
84,row,3,0.0,3.648,26,210,550,1.2,22,3.648,0.8,"",0.0,0.0
85,row,3,0.0,2.3904,26,210,288,1.2,22,2.3904,0.8,"",0.0,0.0
86,row,2,0.0,5.5168,26,556,1168,1.2,22,5.5168,0.8,"",0.0,0.0
87,row,1,0.0,3.36,26,500,1600,1.2,22,3.36,0.8,"",0.0,0.0
